,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,T
49144,49144,49284.0,,,,,,10.060092,67.625699,375.9398,1.43,0.52,0.0,9.6,1.724,K5,1.531,-125.041641,69.593327,347.637871,-5e-07,-2.7e-06,3.6e-07,2.6337259056623115,1.1802911000590213,6.9328356319444435e-09,2.521031e-09,,,UMa,1,49144,,17.799180203953355,,9.656,9.536,3747.467017668264
70929,70929,71154.0,127624.0,5428.0,,,,14.552679999999999,-30.715068,101.2146,40.41,-39.68,10.0,6.07,1.044,K0III,1.03,-68.297382,-53.91908000000001,-51.697328999999996,1.319e-05,-1.485e-05,-2.196e-05,3.8098826462405726,-0.5360790752730951,1.959132083125e-07,-1.9237406799999998e-07,,,Cen,1,70929,,33.29660852068805,,,,4671.844617825824
35637,35637,35735.0,56820.0,2772.0,,47    Cam,,7.37144,59.901996,73.8007,-1.72,15.4,7.0,6.36,2.02,A8m,0.282,-13.004364,34.649685999999996,63.850124,9.9e-07,-8.9e-07,8.96e-06,1.929838582035541,1.0454870572864274,-8.338795305555555e-09,7.4661306e-08,,47.0,Cam,1,35637,,13.551894123510356,,,,7578.210812818759
4355,4355,4365.0,,,,,,0.932372,-47.149587,40.8831,-37.55,4.37,0.0,11.06,8.002,M0,1.3,26.979846999999996,6.719600999999999,-29.972699,2.41e-06,-7.07e-06,5.9e-07,0.2440945420840508,-0.8229155286193762,-1.8204753704861115e-07,2.1186357000000003e-08,,,Phe,1,4355,,0.05485295139412024,,11.145999999999999,11.005999999999998,4121.437437632341
45017,45017,45147.0,78361.0,,,,,9.198367999999999,69.04319100000001,344.8276,-17.03,10.31,0.0,8.18,0.49200000000000005,A2,0.205,-91.618492,82.564799,322.017359,3.101e-05,1.037e-05,6.16e-06,2.4081270215670143,1.2050310003625375,-8.256376979861111e-08,4.998429e-08,,,UMa,1,45017,,55.36049950434,,,,8124.511548507889
24601,24601,24661.0,,,,,,5.291915,41.668894,210.9705,2.96,-0.52,0.0,10.08,3.4589999999999996,,0.74,29.047296999999997,154.894725,140.258442,-2.91e-06,9.1e-07,-4e-07,1.3854200475667433,0.7272593899409787,1.4350484944444444e-08,-2.521031e-09,,,Aur,1,24601,,3.6008082917348263,,10.131,9.981,5468.4090187676065
68957,68957,69177.0,123528.0,,,,,14.160291,-50.850879,943.3962,-16.27,-3.16,0.0,9.13,-0.743,A1V,0.3,-502.86143200000004,-319.178981,-731.608877,-3.041e-05,6.883e-05,-9.12e-06,3.707155450807124,-0.8875152690509799,-7.887918582638889e-08,-1.5320112e-08,,,Cen,1,68957,,172.6632852743237,,,,7461.863794100636
68904,68904,69124.0,,,,,,14.149668,39.524802,61.7284,82.07,-53.17,0.0,9.08,5.127999999999999,K1V,0.711,-40.270790999999996,-25.404146,39.284706,4.54e-06,-2.617e-05,-1.227e-05,3.7043745035076423,0.6898379294649613,3.9788658763194437e-07,-2.57775433e-07,,,Boo,1,68904,,0.7741052270741218,,9.142999999999999,9.033,5564.3560117586
53249,53249,53404.0,94550.0,,,,,10.922957,34.043623,294.9853,11.41,-4.08,0.0,10.08,2.7310000000000003,G0,0.488,-234.775618,68.011553,165.139834,-7.68e-06,-1.476e-05,-4.83e-06,2.8596234490258583,0.5941733139215174,5.5317240951388884e-08,-1.9780398e-08,,,UMa,1,53249,,7.040443214699754,,10.138,10.027999999999999,6443.818339152462
50826,50826,50971.0,89108.0,,,,,10.411597,82.801664,147.0588,2.21,-4.34,-23.9,6.84,1.003,K0,0.9990000000000001,-16.856667,7.443817999999999,145.89952,-6.4e-07,-1.44e-06,-2.464e-05,2.725749703750845,1.4451616678920112,1.0714382340277777e-08,-2.1040913e-08,,,Cam,1,50826,,34.578010353230574,,,,4745.1404245925805
31949,31949,32034.0,47984.0,,,,,6.691617999999999,6.110825,625.0,-2.1,-0.44,30.0,7.0,-1.979,B9V,0.221,-111.908999,611.289735,66.532487,7.4e-07,3.129e-05,1.94e-06,1.7518616159154865,0.106654017334675,-1.0181087291666668e-08,-2.13318e-09,,,Mon,1,31949,,539.0139436325512,,,,8003.964554293967
100695,100695,101021.0,194782.0,,,,,20.480496,-35.36319,216.4502,17.59,-3.91,0.0,8.91,2.233,A1V,0.18,106.73916399999999,-140.58566399999998,-125.272147,1.326e-05,1.305e-05,-3.35e-06,5.361781423188856,-0.6172040928668725,8.527872640972222e-08,-1.8956214e-08,,,Mic,1,100695,,11.13781500134665,,,,8321.091831351987
33741,33741,33828.0,52726.0,,,,,7.022672,-25.206045,869.5652,-4.13,6.91,0.0,9.33,-0.36700000000000005,B7/B8V,-0.11599999999999999,-208.13751100000002,758.736561,-370.32586299999997,1.351e-05,1.657e-05,2.635e-05,1.8385313558004563,-0.4399284748695313,-2.0022805006944443e-08,3.3500625e-08,,,CMa,1,33741,,122.12371301653076,,,,11849.096003714354
97458,97458,97769.0,188015.0,,,,,19.867928,28.100377,57.0125,53.89,-91.03,2.6,8.24,4.46,G5IV,0.727,23.625382000000002,-44.397486,26.853907,1.982e-05,-5.54e-06,-2.094e-05,5.2014112710783085,0.4904440953984362,2.612660924513889e-07,-4.4132589299999997e-07,,,Vul,1,97458,,1.4321878992735433,,,,5510.979622382693
104863,104863,105201.0,,,,,,21.309948000000002,6.128521,120.4819,37.62,-96.68,0.0,10.45,5.045,K0,0.848,91.29388900000001,-77.56203599999999,12.862531,1.882e-05,1.284e-05,-5.614e-05,5.5789314708854345,0.10696287471867252,1.82386906625e-07,-4.6871786600000007e-07,,,Equ,1,104863,,0.8356030182312477,,10.558,10.398,5140.057868804598
47737,47737,47873.0,84580.0,,,,,9.756741,-32.682696,61.3121,-136.65,-26.37,0.0,6.9,2.9619999999999997,F6V,0.46799999999999997,-42.958315999999996,28.594368,-33.107685,2.603e-05,3.147e-05,-6.6e-06,2.5543087751434235,-0.5704206506469612,-6.624978944791666e-07,-1.27845367e-07,,,Ant,1,47737,,5.691149576288409,,,,6537.6738922951345
55459,55459,55625.0,,,GJ 2085,,,11.395717,8.563491,21.363,-1003.63,195.34,58.0,11.18,9.532,M1V:,1.482,-20.861539,3.3281370000000003,3.18114,-3.858e-05,0.0001114,2.884e-05,2.9833916978140063,0.14946111755662625,-4.865735542159723e-06,9.47035043e-07,,,Leo,1,55459,,0.013402937734183091,,11.26,11.11,3820.782924070579
9648,9648,9670.0,,,,,,2.072667,-6.443033,236.4066,37.06,-5.84,0.0,10.26,3.392,F8,0.528,201.169805,121.305535,-26.528433000000003,-2.257e-05,3.598e-05,-6.65e-06,0.5426229731295626,-0.1124521357397825,1.796719500138889e-07,-2.8313117999999998e-08,,,Cet,1,9648,,3.8300108122644847,,,,6264.565874307395
41613,41613,41731.0,71990.0,,,,,8.509678,2.100259,222.2222,-6.36,-3.22,0.0,9.07,2.336,F0,0.28800000000000003,-135.635386,175.839196,8.144049,5.35e-06,4.29e-06,-3.47e-06,2.227828503201187,0.036656429403749996,-3.0834150083333336e-08,-1.5611e-08,,,Hya,1,41613,,10.129779687601019,,,,7538.989625080073
110182,110182,110528.0,212294.0,,,,,22.391771,-20.313831,458.7156,12.75,-26.35,0.0,8.2,-0.10800000000000001,M3III,1.695,392.616487,-175.818554,-159.248649,-6.98e-06,3.419e-05,-5.495e-05,5.862151996870263,-0.35454324179853497,6.181374427083333e-08,-1.27748404e-07,,,Aqr,1,110182,,96.20552191862144,KU,8.351,7.921,3521.975355947921
104188,104188,104525.0,201172.0,,,,,21.173476,-59.407738,224.2152,19.54,-9.68,0.0,6.96,0.207,A7IV/V,0.21,84.267162,-76.940587,-193.006858,7.63e-06,2.179e-05,-5.35e-06,5.54320311991019,-1.036860627637185,9.473259318055555e-08,-4.692996400000001e-08,,,Ind,1,104188,,71.97803728026993,,,,8086.413600896844
112755,112755,113115.0,,,,,,22.906573,15.997232,362.3188,8.62,-17.79,0.0,9.58,1.785,K0,1.1320000000000001,334.115137,-98.344358,99.851768,1.254e-05,1.209e-05,-3.004e-05,5.996926708670719,0.2792043643269113,4.179093926388888e-08,-8.6248353e-08,,,Peg,1,112755,,16.826740610704668,,,,4446.6328629062355
103483,103483,103815.0,200390.0,,,,,21.037438,30.521926,184.1621,16.35,15.8,-23.0,7.98,1.6540000000000001,A2,0.10099999999999999,113.27197,-111.07301299999999,93.529942,-9.36e-06,2.962e-05,2e-07,5.507588397586572,0.5327080942549088,7.926703677083334e-08,7.660056100000001e-08,,,Cyg,1,103483,,18.984536566615038,,,,9017.983968910568
52759,52759,52913.0,93742.0,4229.0,,40    Sex,,10.821465,-4.02393,85.9845,-50.66,-1.96,14.0,6.61,1.9380000000000002,A2IV,0.21100000000000002,-81.722301,26.046389,-6.033809,-7.14e-06,2.444e-05,-1.82e-06,2.833052837942158,-0.070230834145545,-2.4560661056944445e-07,-9.502348e-09,,40.0,Sex,1,52759,,14.615039720061645,,,,8078.841098789417
80838,80838,81084.0,,,,,,16.561557999999998,-9.553321,30.6748,-67.43,-179.73,0.0,11.3,8.866,,1.439,-11.124071,-28.12971,-5.090955999999999,-7.69e-06,7.81e-06,-2.636e-05,4.335805730538684,-0.16673689936174502,-3.2690986479861113e-07,-8.71355628e-07,,,Oph,1,80838,,0.024751413180743125,,11.374,11.194,3887.6256053933253
56092,56092,56259.0,238008.0,,,,,11.532065,58.430865000000004,116.0093,-77.8,21.54,0.0,8.87,3.548,G5,0.604,-60.278816000000006,7.421814,98.840976,1.559e-05,4.216e-05,6.34e-06,3.0190874856308696,1.0198109797525776,-3.7718504347222216e-07,1.0442886599999999e-07,,,UMa,1,56092,,3.3174164969453885,,,,5951.925640973564
107118,107118,107461.0,207033.0,,,,,21.765027,11.876625,140.2525,-80.14,-84.91,-27.6,8.79,3.055,G0,0.6859999999999999,114.41819299999999,-75.802413,28.864611,-4.322e-05,-3.673e-05,-6.23e-05,5.698070754365269,0.20728621701616,-3.885296835972223e-07,-4.1165529600000006e-07,,,Peg,1,107118,,5.223961889991196,,8.832,8.722000000000001,5650.006059514565
106763,106763,107106.0,206120.0,,,,,21.695378,-53.08568199999999,361.0108,8.81,-19.83,0.0,8.77,0.982,K3III,1.426,178.546849,-123.030123,-288.640623,-1.41e-05,2.844e-05,-2.084e-05,5.679836775730746,-0.92651994021233,4.271208525694445e-08,-9.6138552e-08,,,Ind,1,106763,,35.253318119588606,,,,3908.315975594078
2741,2741,2747.0,3220.0,,,,,0.584132,-48.934542,54.4366,18.03,58.04,0.0,8.76,5.081,G3V,0.602,35.343198,5.4474160000000005,-41.042995,1.069e-05,6.46e-06,1.006e-05,0.1529253158541828,-0.854068869873725,8.741190660416666e-08,2.8138586e-07,,,Phe,1,2741,,0.8083510373900672,,,,5959.723556610094
36287,36287,36390.0,59404.0,,,,,7.488736,-13.139166000000001,510.2041,-2.46,-1.86,0.0,7.16,-1.379,G8III,1.141,-188.780788,459.585815,-115.97808500000001,6.03e-06,1.34e-06,-4.48e-06,1.9605464716438552,-0.2293217049034225,-1.1926416541666668e-08,-9.017533999999999e-09,,,Pup,1,36287,,310.17014994776895,,,,4427.850530358822
117847,117847,118215.0,,,,,,23.979789999999998,-28.166426,77.5795,138.97,-66.38,0.0,9.72,5.271,G5,0.715,68.391595,-0.3618,-36.620182,-1.151e-05,5.233e-05,-2.201e-05,6.277894438273754,-0.4915968639190588,6.737455718680556e-07,-3.21819321e-07,,,Scl,1,117847,,0.6785783509504071,,,,5550.90863677353
70321,70321,70544.0,126337.0,,,,,14.431106,-38.046023,308.642,-24.89,-8.61,0.0,9.34,1.893,F5IV,0.51,-195.47016499999998,-144.46391599999998,-190.21428999999998,-1.575e-05,3.467e-05,-1.015e-05,3.7780547291364055,-0.6640283692464987,-1.2067012509027774e-07,-4.1742457e-08,,,Cen,1,70321,,15.23351063149569,,,,6343.880598874681
47035,47035,47168.0,83069.0,3820.0,,,,9.611903,31.161734000000003,175.4386,2.3,-43.74,-20.0,5.57,-0.6509999999999999,M2III,1.594,-121.727599,87.86200799999999,90.781598,-2.56e-06,-5.6e-07,-4.242e-05,2.516390391568753,0.5438748634968488,1.1150714652777776e-08,-2.1205750299999998e-07,,,Leo,1,47035,,158.6353605478501,,,,3657.387279135935
35608,35608,35706.0,,,,,,7.367224,68.274338,43.6681,41.14,122.83,0.0,10.11,6.909,K8,1.14,-5.663114,15.139816,40.566218,3.1e-07,-2.568e-05,9.63e-06,1.9287346982080464,1.1916119915956265,1.9945234818055555e-07,5.954966429999998e-07,,,Cam,1,35608,,0.15010667325703686,,10.16,10.05,4429.9292249343425
38997,38997,39107.0,66105.0,,,,,8.000825,-45.025721999999995,450.4505,-7.49,9.76,0.0,7.22,-1.048,B5V,-0.113,-159.246319,275.685225,-318.65956600000004,6.62e-06,2.124e-05,1.506e-05,2.094611161265234,-0.7858471049691188,-3.631254467361111e-08,4.7317815000000004e-08,,,Pup,1,38997,,228.6651602919521,,,,11796.170951366008
6358,6358,6372.0,8232.0,,,,,1.364585,8.549771,127.3885,7.81,-20.43,0.0,8.72,3.194,F8,0.45299999999999996,118.019287,44.052302000000005,18.938654999999997,7e-08,5.17e-06,-1.248e-05,0.35724746030954896,0.1492216563349525,3.786394845138888e-08,-9.904743400000001e-08,,,Psc,1,6358,,4.596211446660012,,,,6610.03209503305
104939,104939,105278.0,203281.0,,,,,21.323982,53.482752000000005,990.099,-1.14,-8.12,0.0,8.61,-1.368,A0,0.009000000000000001,450.40421799999996,-379.81690699999996,795.720546,2.042e-05,-2.438e-05,-2.319e-05,5.582605492639836,0.9334501115398874,-5.526875958333334e-09,-3.936687e-08,,,Cyg,1,104939,,307.0435650730065,,,,10014.343360926072
94186,94186,94481.0,180163.0,7298.0,,20Eta Lyr,,19.229302,39.145967999999996,425.5319,-1.59,-0.61,-8.0,4.43,-3.715,B2.5IV,-0.15,104.38558499999999,-313.07329300000004,268.637487,-4.87e-06,4.23e-06,-6.14e-06,5.0342195305502955,0.6832260331230737,-7.708537520833334e-09,-2.957363e-09,Eta,20.0,Lyr,1,94186,,2666.8586645214805,,,,12488.51084629239
27984,27984,28055.0,40361.0,,,,,5.932391,-45.945957,366.3004,-16.88,23.22,0.0,9.02,1.2009999999999998,G8III:,0.97,4.508089,254.662161,-263.25433300000003,3.049e-05,2.91e-05,2.867e-05,1.5530962579301941,-0.8019082349798101,-8.183654927777778e-08,1.12573736e-07,,,Pic,1,27984,,28.813764348397,,,,4815.94093466545
57717,57717,57890.0,,,,,,11.873269,25.441664000000003,197.6285,40.39,-32.3,0.0,9.87,3.391,F8,0.527,-178.364894,5.919942,84.89960500000001,-1.457e-05,-3.823e-05,-2.794e-05,3.1084145813921484,0.4440408107953425,1.958162455763889e-07,-1.56594818e-07,,,Leo,1,57717,,3.8335400075904387,,,,6268.916117485526
3374,3374,3381.0,,,,,,0.716195,-38.127027000000005,478.4689,43.85,-7.0,0.0,10.47,2.0709999999999997,B8,-0.244,369.787858,70.15929399999999,-295.410057,-2.881e-05,9.806e-05,-1.277e-05,0.18749938416949055,-0.6654421629483738,2.1259079892361114e-07,-3.3936957000000004e-08,,,Scl,1,3374,,12.93004391796279,,10.527000000000001,10.407,14747.80390076074
104572,104572,104910.0,202307.0,,,,,21.251057,-5.551887000000001,358.4229,-25.01,-40.85,0.0,6.98,-0.792,K2,1.4609999999999999,268.277563,-235.14181200000002,-34.676390999999995,-3.381e-05,-2.815e-05,-7.065e-05,5.563513705045862,-0.096898706905895,-1.2125190150694445e-07,-1.98046388e-07,,,Aqr,1,104572,,180.63420831699756,,,,3853.125705887777
109442,109442,109788.0,211076.0,,,,,22.238445000000002,17.189344000000002,165.8375,-82.75,-91.39,-105.0,6.5,0.402,K4III,1.288,141.878198,-70.50097,49.009741999999996,-0.00010203,-2.359e-05,-0.00010193,5.822011363645943,0.3000106491268075,-4.0118332065972217e-07,-4.43071222e-07,,,Peg,1,109442,,60.14506519775483,,,,4143.009111390079
68468,68468,68687.0,122744.0,5274.0,,,,14.060213000000001,7.54617,142.0455,-38.49,-17.43,-20.0,6.25,0.488,G9III,0.927,-120.824482,-72.32110300000001,18.654113,2.43e-06,3.235e-05,-1.458e-05,3.6809551182081255,0.13170551859854,-1.8660478564583336e-07,-8.4503024e-08,,,Boo,1,68468,,55.56483128371261,,,,4925.132459274534
111131,111131,111481.0,213982.0,,,,,22.586745999999998,2.673605,111.3586,132.62,67.35,0.0,8.96,3.7260000000000004,K0,0.518,103.710098,-40.224009,5.194464,2.431e-05,6.736e-05,3.632e-05,5.913196343899152,0.04666320306761375,6.429599031527779e-07,3.2652201300000004e-07,,,Peg,1,111131,,2.8157882997103085,,,,6308.3635852182715
14196,14196,14230.0,18940.0,,,,,3.057958,23.06148,34.0252,111.75,3.47,0.0,7.09,4.431,G0,0.624,21.798305,22.470079000000002,13.328304999999999,-1.339e-05,1.267e-05,5.3e-07,0.8005716115687702,0.4024987482015475,5.417792880208333e-07,1.6823034e-08,,,Ari,1,14196,,1.4709570767969766,,,,5875.134233597396
80681,80681,80928.0,148674.0,,,,,16.525161999999998,-40.837258,177.6199,-29.42,-6.96,0.0,9.8,3.553,F6V,0.5489999999999999,-50.606823,-124.48871799999999,-116.14791299999999,-2.199e-05,1.317e-05,-4.53e-06,4.326277253968383,-0.7127446112515301,-1.4263218481944443e-07,-3.3743032e-08,,,Sco,1,80681,,3.3021743526707663,,,,6174.690258703779
18381,18381,18429.0,24989.0,,,,,3.9410160000000003,-42.625954,230.9469,20.55,5.19,0.0,9.54,2.722,G2/G3V,0.773,87.226473,145.832924,-156.399397,-1.772e-05,1.519e-05,4.28e-06,1.0317555477555993,-0.7439632408339875,9.962921135416668e-08,2.5161830000000003e-08,,,Hor,1,18381,,7.099046158552872,,,,5363.428099243562
12259,12259,12291.0,,,,,,2.6389709999999997,11.759117,72.4638,73.01,11.15,0.0,9.16,4.859,G5,0.721,54.674707999999995,45.206046,14.767944,-1.696e-05,1.926e-05,3.83e-06,0.6908808941715965,0.20523530599634374,3.539624681736112e-07,5.4056724999999994e-08,,,Ari,1,12259,,0.9917449552314128,,,,5530.867191714458
28392,28392,28463.0,40917.0,,,,,6.009898000000001,-30.084012,219.7802,18.75,9.42,0.0,8.64,1.93,K1III,1.2,-0.492821,190.173264,-110.16906599999999,-1.999e-05,4.98e-06,8.68e-06,1.5733876303974446,-0.5250650543923301,9.090256510416667e-08,4.5669448e-08,,,Col,1,28392,,14.723125024327187,,,,4308.727009145039
116019,116019,116385.0,221751.0,,,,,23.583507,-50.996469,331.1258,-12.76,-9.46,0.0,9.16,1.56,G0V,0.6970000000000001,207.162441,-22.678492000000002,-257.32023799999996,-1.396e-05,-1.908e-05,-9.56e-06,6.1741477897055255,-0.8900562993045225,-6.186222563888888e-08,-4.5863374000000005e-08,,,Phe,1,116019,,20.701413487910415,,,,5611.975143801753
1883,1883,1887.0,1941.0,,,,,0.397633,29.495915000000004,71.8907,39.41,0.11,0.0,8.48,4.197,G,0.58,62.234262,6.502112,35.396213,-1.45e-06,1.366e-05,3e-08,0.10410007181937568,0.5148008346663312,1.9106507150694442e-07,5.33295e-10,,,And,1,1883,,1.82473583076258,,,,6046.972924424451
93487,93487,93782.0,238992.0,,,,,19.098885,59.878983999999996,242.1308,4.49,-4.31,0.0,9.26,2.34,K0,0.96,34.47616,-116.514352,209.435252,6.3e-06,-2.7e-06,-2.54e-06,5.000076438471175,1.0450854311646465,2.1768134256944447e-08,-2.0895468999999997e-08,,,Dra,1,93487,,10.092528860766844,,,,4840.87544177459
49185,49185,49325.0,87954.0,,,,,10.068589,-76.071495,123.6094,34.43,-3.57,0.0,9.22,3.76,F8V,0.526,-26.030876,14.411873000000002,-119.974893,-8.18e-06,-1.906e-05,-5.1e-07,2.6359504005618146,-1.3276980574436699,1.6692135021527778e-07,-1.7307848e-08,,,Cha,1,49185,,2.7289777828080406,,,,6273.272881143872
13676,13676,13710.0,18125.0,,,,,2.9419470000000003,49.792716,212.3142,13.98,-9.03,0.0,7.8,1.165,A2,0.20199999999999999,98.378046,95.432312,162.14732,-4.92e-06,1.527e-05,-6e-06,0.7701999500483347,0.8690468419365938,6.777695254166667e-08,-4.377867500000001e-08,,,Per,1,13676,,29.785164294291896,,,,8147.560520835243
24019,24019,24076.0,33507.0,,,,,5.172409,-7.594099000000001,57.4053,-40.93,-174.65,0.0,7.42,3.625,F8,0.5429999999999999,12.232273,55.571459999999995,-7.5863570000000005,9.74e-06,-8.72e-06,-4.818e-05,1.3541335827004048,-0.13254202586206373,-1.9843423945138887e-07,-8.467270929999999e-07,,,Eri,1,24019,,3.0902954325135896,,,,6200.084368063529
103978,103978,104315.0,201176.0,,,,,21.131795999999998,1.514891,143.6782,1.27,20.07,0.0,8.35,2.563,F0,0.355,105.003422,-97.99632,3.7983849999999997,3.3e-07,9e-07,1.397e-05,5.532291231874921,0.02643983339341875,6.157133743055556e-09,9.7302105e-08,,,Aqr,1,103978,,8.218640803889054,,,,7129.308654643922
79314,79314,79554.0,,,,,,16.233401,13.302767999999999,462.963,-27.75,2.5,0.0,8.94,0.612,K5,1.48,-201.02318200000002,-403.207851,106.52628200000001,-5.516e-05,2.894e-05,5.46e-06,4.249894313811782,0.2321771000529925,-1.3453579635416667e-07,1.2120342e-08,,,Her,1,79314,,49.567840659411786,,,,3823.8388417760084
54779,54779,54940.0,97839.0,,,,,11.250817,-31.039184999999996,243.309,-9.99,-12.58,0.0,8.89,1.959,K3/K4III,1.3780000000000001,-204.473745,40.626934999999996,-125.45600400000001,9.8e-06,1.007e-05,-1.271e-05,2.9454568792122413,-0.5417359816586587,-4.84328866875e-08,-6.0989561e-08,,,Hya,1,54779,,14.335076007281234,,,,3986.740999652071
10787,10787,10813.0,14350.0,,,,,2.31954,3.536836,238.0952,-4.16,-10.11,0.0,7.44,0.556,G5,0.9570000000000001,195.15563799999998,135.601842,14.688148000000002,3.33e-06,-3.53e-06,-1.165e-05,0.6072541235278203,0.06172942912169875,-2.0168249111111108e-08,-4.9014663e-08,,,Cet,1,10787,,52.191526583544814,,,,4848.409094920103
50937,50937,51082.0,90531.0,,,,,10.436885,-42.881052000000004,221.2389,-26.49,1.94,0.0,8.28,1.556,K1/K2III:,1.114,-148.730844,64.505713,-150.54833100000002,1.001e-05,2.663e-05,1.52e-06,2.7323700912624904,-0.7484155357028812,-1.2842714397916665e-07,9.405385e-09,,,Vel,1,50937,,20.777820975042662,,,,4484.704322660731
76320,76320,76555.0,139379.0,,,,,15.634908,-7.676111,680.2721,31.12,-56.71,0.0,7.91,-1.253,K2,1.165,-391.269819,-549.018608,-90.865981,9.807e-05,-3.922e-05,-0.00018534,4.093209286147652,-0.1339734127060825,1.508740173888889e-07,-2.74937838e-07,,,Lib,1,76320,,276.18494420752944,,,,4378.568915084787
73782,73782,74010.0,133914.0,,,,,15.124967000000002,-16.405442999999998,358.4229,15.45,-36.37,0.0,9.13,1.358,K1III,1.3,-235.042012,-250.94751000000002,-101.230308,3.179e-05,-5.32e-06,-6.062e-05,3.959707180407495,-0.2863289988589312,7.490371364583333e-08,-1.7632673499999998e-07,,,Lib,1,73782,,24.934461880978304,,,,4121.437437632341
39315,39315,39426.0,65854.0,,,,,8.058996,54.15978199999999,188.6792,-20.46,-51.49,0.4,8.41,2.031,K0,0.976,-56.709394999999994,94.811151,152.953366,-3.66e-06,4.258e-05,-2.724e-05,2.109840317062309,0.9452665187325648,-9.919287904166668e-08,-2.49630564e-07,,,Lyn,1,39315,,13.415287982661267,,,,4801.110025544659
15517,15517,15556.0,20537.0,,,,,3.3399050000000003,51.618359000000005,166.113,25.35,-26.55,0.0,7.29,1.188,B9,0.01,66.160392,79.123047,130.214726,-4.91e-06,2.595e-05,-1.327e-05,0.8743850773773452,0.90091031071722,1.2290026802083335e-07,-1.2871803199999999e-07,,,Per,1,15517,,29.160837985212325,,,,10002.18852270849
68078,68078,68296.0,,,,,,13.980878,-20.850811,71.1238,206.44,-42.57,0.0,11.13,6.87,,0.97,-57.726806999999994,-32.944434,-25.315509,3.982e-05,-5.923e-05,-1.372e-05,3.6601854304319192,-0.3639152958703513,1.0008493621388888e-06,-2.06385183e-07,,,Vir,1,68078,,0.15559656316050735,,11.189,11.029000000000002,4815.94093466545
90492,90492,90774.0,170678.0,,,,,18.519755,-11.890253,279.3296,11.43,-14.34,0.0,9.02,1.7890000000000001,F0,0.534,37.078614,-270.809747,-57.55243299999999,1.479e-05,6.06e-06,-1.9e-05,4.848460470874282,-0.20752406031995874,5.54142036875e-08,-6.9522281e-08,,,Sct,1,90492,,16.76486266073897,,,,6238.600489616528
31551,31551,31631.0,46945.0,,,,,6.618807,24.398725,131.9261,14.18,-20.78,0.0,9.0,3.398,F5,0.414,-19.378724,118.57100600000001,54.496582999999994,-9.84e-06,3.96e-06,-1.21e-05,1.7327995755325742,0.4258380904875325,6.874657990277778e-08,-1.00744282e-07,,,Gem,1,31551,,3.808903764981351,,,,6806.558765443766
39948,39948,40061.0,68103.0,,,,,8.183645,-0.311244,249.3766,-7.29,-3.27,0.0,8.87,1.886,A0,0.062,-134.92150900000001,209.721339,-1.354666,7.42e-06,4.75e-06,-3.95e-06,2.1424733107494736,-0.00543223471731125,-3.53429173125e-08,-1.5853407e-08,,,CMi,1,39948,,15.332041990349136,,,,9412.320417779747
87732,87732,88004.0,163522.0,,,,,17.976454,-42.486139,389.1051,3.11,-0.46,33.0,8.41,0.46,B1Iab:p,-0.002,-1.7688099999999998,-286.936724,-262.80638500000003,5.72e-06,-2.434e-05,-2.343e-05,4.706224549929923,-0.7415230115137426,1.5077705465277782e-08,-2.230142e-09,,,Sco,1,87732,,57.016427228074754,,,,10150.253355623077
115130,115130,115495.0,220436.0,,,,,23.395922,-8.460113,180.1802,5.27,-17.62,-8.5,6.69,0.41100000000000003,K0,0.93,175.995453,-28.067590999999997,-26.508257,-1e-05,6.26e-06,-1.394e-05,6.125038013559709,-0.1476568344614875,2.5549680965277772e-08,-8.542417e-08,,,Aqr,1,115130,,59.64856499193782,,,,4917.344678847713
3134,3134,3140.0,,,,,,0.665592,49.348678,671.1409,-9.59,-3.07,0.0,8.62,-0.514,M0,1.72,430.596525,75.800727,509.18659699999995,1.287e-05,-2.941e-05,-6.51e-06,0.1742514561807203,0.8612969047669338,-4.649363196527777e-08,-1.4883778999999999e-08,,,Cas,1,3134,,139.82988484658372,,,,3490.044184621585
44788,44788,44916.0,78535.0,,,,,9.150524,7.513189,168.0672,-7.19,-13.52,72.0,6.99,0.863,K0,0.9540000000000001,-122.371958,113.08835800000001,21.975610999999997,-5.07e-05,5.483e-05,-1.29e-06,2.395601531991593,0.13112988046542126,-3.4858103631944445e-08,-6.5546809e-08,,,Cnc,1,44788,,39.3368880673202,,,,4855.967573618857
37200,37200,37306.0,61965.0,,,,,7.658725,-47.548198,313.4796,-9.65,6.1,0.0,8.08,0.599,A0V,0.129,-89.022549,191.950504,-231.29948,1.043e-05,1.237e-05,6.26e-06,2.0050495286354484,-0.8298726162307024,-4.678452017361111e-08,2.9573633999999996e-08,,,Pup,1,37200,,50.164905677322295,,,,8756.631386417026
21199,21199,21251.0,28867.0,1442.0,,,,4.5591800000000005,18.016722,134.2282,12.44,-16.74,15.0,6.24,0.601,B9IVn,0.077,47.015322999999995,118.67273999999999,41.516093,-9.1e-07,1.968e-05,-5.61e-06,1.1935905877196913,0.3144511218691625,6.031082186111111e-08,-8.115781e-08,,,Tau,1,21199,,50.07258356403353,,,,9256.197872384579
